masterID,masterTime,mastermag,masterlat,masterlon,masterdep,egfID,egfTime,egfmag,egflat,egflon,egfdep,magdif,s,s_fit_a,s_fit_b,s_fit_c,s_fc_std,s_fc_mean,p,p_fit_a,p_fit_b,p_fit_c,p_fc_std,p_fc_mean
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60216317,2018-10-19T12:28:07.560Z,1.37,36.2705,-89.4461667,6.2,0.72,5,7.90099772723446,8.10462787080725,4.46975938885585,0.203927145747067,4.45529295979748,3,9.03348285796641,15.1803917614694,5.51683576942268,0.269349058119181,5.49154165764248
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60216247,2018-10-18T23:55:57.420Z,1.29,36.2703333,-89.4461667,6.14,0.8,3,15.0434909133322,26.8562894568048,5.06121825272552,0.249584799222901,4.86183483004662,2,17.01171641463,19.542961339759,4.51956889289664,0.216247321801895,4.59445775827971
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60066528,2018-10-17T04:04:33.550Z,1.22,36.2703333,-89.4485,6.22,0.87,1,30.7166587453557,5.53064092527798,2.36623977893688,0.246147801529872,2.40535294616089,0,0,0,0,0,0
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60216082,2018-10-17T03:55:52.390Z,1.53,36.2693333,-89.4468333,6.09,0.56,5,9.11716524582849,15.0090711111089,5.76605486966747,0.244453727132929,5.69805098667519,4,7.12725627085316,99.9999999999998,9.33854198414627,0.169818907673935,9.40628791100242
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60242691,2018-10-16T13:00:18.100Z,1.25,36.2681667,-89.449,6.14,0.84,3,10.8643255854452,11.982636730518,6.5542490605896,0.645866980915311,6.43940594223245,2,13.2736299085421,30.4700250001092,6.45830057851229,0.257887146766559,6.57906267594578
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60242676,2018-10-16T07:06:54.210Z,1.4,36.2688333,-89.4481667,6.13,0.69,6,7.71471502210479,7.50664007539868,5.09577188801197,0.491275598193094,4.87074846660683,5,10.1910039019905,10.5362828724359,4.97412221874327,0.431517482828306,4.77228165317527
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60242671,2018-10-16T05:29:58.720Z,1.42,36.2688333,-89.4498333,6.27,0.67,4,15.7670400784914,12.0756380998087,5.28861838853858,0.281028844776565,5.16907792725389,2,18.1923571127274,26.8599740218008,5.39459861634587,0.199991990666745,5.39525879340316
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60242666,2018-10-15T20:53:42.470Z,1.25,36.2675,-89.451,6.05,0.84,4,10.8266104115049,3.7600648510813,1.49885059625162,0.060564797923536,1.48481109189255,3,9.26498873279508,9.09739944638315,3.67314138217372,0.159833511715518,3.62518426378395
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60242416,2018-10-12T12:26:21.360Z,1.5,36.2696667,-89.4476667,5.92,0.59,5,8.2624883237565,8.73540210201842,4.67622551056268,0.194671297577199,4.62846416826665,4,6.52573812867282,32.7460863134193,8.446650736016,0.325176287020102,8.49790895860006
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60242401,2018-10-12T04:44:49.670Z,1.38,36.2685,-89.4465,5.89,0.71,6,11.4477831242323,13.6519637420479,6.41380357083533,0.224708518870642,6.4014150568129,4,8.62406822426642,32.7219398841364,10.6079074961274,0.537407876902678,10.4273859371749
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60241891,2018-10-07T05:34:43.960Z,1.29,36.2695,-89.4483333,6.41,0.8,3,18.1008174120939,10.6850073104429,3.18900793335562,0.153730276310349,3.23497920378889,2,12.0347449464557,47.5450818868061,7.19563617409582,0.19483559253998,7.19226331947323
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60241356,2018-10-02T12:29:16.430Z,1.4,36.2703333,-89.4466667,6.1,0.69,4,8.89273986196545,3.63339960499298,2.22518210923927,0.099515431221196,2.20079615359467,5,5.27644337575912,99.9999999999991,14.6075537271897,0.371113891556593,14.4809383342985
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60241091,2018-09-25T16:49:53.520Z,1.14,36.2693333,-89.4471667,5.95,0.95,4,14.1969628453923,3.49077044609112,2.21721907067819,0.550521554441159,2.31868603699315,0,0,0,0,0,0
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60241046,2018-09-24T14:00:45.130Z,1.35,36.27,-89.4456667,6.26,0.74,2,15.0302803095431,66.2668908092703,12.9958603572377,0.865908009152733,12.2567002705267,2,10.3598761409344,1.52319718950842,1.56399935884171,8.83359932433614,7.64623922449696
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60240826,2018-09-20T17:36:17.950Z,1.23,36.2698333,-89.448,6.12,0.86,2,4.73620395451676,69.0551406429455,7.49994460624331,0.2806559805798,7.22353873073569,3,5.227710753955,38.2321745089045,20,3.09209950898643,19.4661300456981
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60213577,2018-09-11T03:23:44.590Z,1.46,36.2696667,-89.4501667,6.42,0.63,3,23.7969903325737,33.5266176830485,8.28155118338596,0.390958488991093,8.26181888203716,2,30.4449449567826,18.802374463881,4.65877086128325,0.146481787904498,4.63265375519838
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60213487,2018-09-10T06:32:41.540Z,1.55,36.2693333,-89.4478333,6.27,0.54,7,14.1938957251272,8.89855994882675,5.42890469288644,0.250610781408092,5.46917430388709,5,11.4263473865228,51.0592582878554,12.4038277650906,0.417888415508518,12.3930307144969
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60212797,2018-08-30T13:15:53.110Z,1.39,36.2693333,-89.4468333,6.34,0.7,4,13.6058321294386,14.888093550119,5.67051223652027,0.290055808124314,5.61422232753585,3,10.2295555135001,48.4513581202442,10.880318746378,0.491185669200701,10.9959665943415
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60212757,2018-08-29T21:31:53.060Z,1.4,36.271,-89.4471667,6.29,0.69,8,3.19729520073229,4.59996462900309,3.69289582007236,0.531748341805393,3.70253127754283,5,2.92936288455532,21.3758128674891,11.3290899430337,0.679057637981164,11.2366110777941
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60062528,2018-08-27T07:36:58.740Z,1.29,36.2693333,-89.4468333,6.31,0.8,4,20.4569522494989,5.02952563606087,2.77430962044921,0.219418524515857,2.8559181922211,2,24.9942463934256,34.9564973810141,5.96947403841214,0.197862569233658,5.86202482857341
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60062533,2018-08-26T13:36:24.500Z,1.3,36.27,-89.4486667,6.54,0.79,4,10.7896027261309,10.5879217543668,4.62954038078808,0.332262211857765,4.4276196001815,4,9.42056662650746,67.6483893468823,10.9274016437024,0.415349459897112,10.6791836485569
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60218397,2018-11-11T11:00:14.070Z,1.46,36.2701667,-89.447,6.32,1.81,8,15.2946764793204,14.3593200431122,5.9656872232894,0.114650204444587,5.98117797860601,7,67.689802859634,99.999999997742,17.3544773848704,0.908977723308358,17.6312902211367
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60216647,2018-10-22T14:44:58.960Z,1.22,36.2703333,-89.4486667,6.27,2.05,4,27.6519951413481,43.0881419969183,7.79131107771817,0.257314984184503,7.89937059969136,3,37.058718454049,23.0116735617225,6.40337120514643,0.297514924894487,6.37760164730365
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60066928,2018-10-22T11:40:03.460Z,1.21,36.2703333,-89.4476667,6.59,2.06,0,0,0,0,0,0,1,34.3649644105278,66.9600235446296,9.35187880968166,1.05887802202874,8.60117035919972
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60066923,2018-10-22T11:39:30.320Z,1.66,36.2701667,-89.4468333,6.49,1.61,6,18.0493928334474,34.4924684181126,7.79181157017177,0.235951486738756,7.81181621781109,8,35.8503156228455,8.83693402310465,4.80311331245003,0.290010166197108,4.91515467138911
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60216607,2018-10-21T09:07:25.990Z,1.29,36.2701667,-89.4481667,6.28,1.98,6,26.4083469468823,21.6116385818423,7.56289714989018,0.161849971908024,7.62175486676835,4,64.0027589610722,10.0495793784517,3.46957288241574,0.112768416468061,3.42389493136944
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60067123,2018-10-21T08:05:10.170Z,1.27,36.2713333,-89.4478333,6.61,2,1,82.711583664265,11.9130494614898,4.06267890219229,0.243670417313736,3.91760753242956,2,112.933018181324,20.385663673531,5.34950515587423,0.285794234771236,5.10491339235468
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60216317,2018-10-19T12:28:07.560Z,1.37,36.2705,-89.4461667,6.2,1.9,5,22.1809233866996,15.8776917692311,5.60312978426544,0.135436784738806,5.6110402804932,5,51.9512009711678,1.57123347933299,0.988917350483672,0.102614482406997,0.964089469796441
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60216247,2018-10-18T23:55:57.420Z,1.29,36.2703333,-89.4461667,6.14,1.98,3,56.0314493339472,27.3979382117943,5.1758366389882,0.26224254478754,5.01605518367987,2,54.9066709896372,99.9999999999998,6.52253997863713,0.243261230567312,6.64523773905795
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60066528,2018-10-17T04:04:33.550Z,1.22,36.2703333,-89.4485,6.22,2.05,1,104.118582784112,24.9926946276773,6.70458644414144,0.322508106236606,6.42850789480774,0,0,0,0,0,0
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60216087,2018-10-17T04:03:19.960Z,1.39,36.2721667,-89.446,6.62,1.88,5,38.6530655406729,29.8658529977733,6.77405355220959,0.167693706261834,6.78268072975003,5,54.8657962513429,10.8016435620634,4.29812017522951,0.334762320623385,4.41222602891521
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60216067,2018-10-16T18:58:11.420Z,1.59,36.2711667,-89.4435,6.55,1.68,9,10.0870604318354,12.1042386301857,6.60720033850406,0.308339323637588,6.55759028011399,8,33.6651746541303,7.57535084677899,4.15779155764102,0.352178470008409,4.52111348872837
