masterID,masterTime,mastermag,masterlat,masterlon,masterdep,egfID,egfTime,egfmag,egflat,egflon,egfdep,magdif,s,s_fit_a,s_fit_b,s_fit_c,s_fc_std,s_fc_mean,p,p_fit_a,p_fit_b,p_fit_c,p_fc_std,p_fc_mean
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,1.48,14,15.3367806604449,62.6542541581631,10.0870835793433,0.313550317298656,10.1226892141553,11,37.0482345680821,99.9999999999989,12.7252431708226,0.324070944448387,12.8544874463403
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60241346,2018-10-02T02:46:09.840Z,1.73,36.2716667,-89.4508333,6.69,1.54,9,6.78698895861553,0.500000000000048,1.40786500650441,2.96305695797513,1.87480055384143,8,64.9708475119521,60.8797760922417,19.9999999999986,0.022789453354378,19.9987059675826
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60241196,2018-09-28T18:52:17.220Z,1.62,36.2716667,-89.4493333,6.66,1.65,11,20.3362903538571,15.9976110763869,5.51771737046743,0.315888393368954,5.45765123755121,7,38.6784973652367,14.8685879586833,4.70181005313635,0.259770948057285,4.76189401874942
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60241046,2018-09-24T14:00:45.130Z,1.35,36.27,-89.4456667,6.26,1.92,2,37.0525458906063,37.2901010389742,7.1533137592238,0.19564320219653,7.07308399183351,2,49.8644934284974,15.0326217082096,7.12883152704166,0.44280057175294,6.80517674015783
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60241036,2018-09-23T05:24:03.700Z,1.29,36.2715,-89.451,6.62,1.98,5,47.0135575994985,100,11.2182268521192,0.204330881408905,11.2229963980002,4,67.4382654259434,42.2963838709897,6.72874967941308,0.198656164781386,6.78748969711043
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60240721,2018-09-18T19:15:41.020Z,1.63,36.2706667,-89.4468333,6.11,1.64,8,6.43833059444676,5.55567243345024,3.47271314314887,0.244713618914447,3.43032162556331,8,15.7678857716011,9.77061348014456,4.21203173302067,0.205310595302993,4.05938415079872
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60240596,2018-09-16T19:21:23.820Z,2.07,36.2698333,-89.4476667,6.49,1.2,22,27.0989396324084,99.9999999999995,17.3964662656865,0.446063075938241,17.4563994200162,16,22.5192962737473,0.681210693460285,0.643585354651385,5.56218569634113,2.4449453377005
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60240481,2018-09-12T05:29:13.690Z,1.46,36.271,-89.4511667,6.57,1.81,6,42.4328923780627,65.1867316333766,10.0710951362976,0.272213511108082,9.90540747596959,4,94.8983620795175,98.3259403255982,19.9999998765099,1.02286850899636,19.1826473371782
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60213502,2018-09-10T13:05:55.540Z,1.16,36.272,-89.4496667,6.72,2.11,2,32.50144689867,32.6957525076409,8.23144180811095,0.369737583428957,8.23323612188312,0,0,0,0,0,0
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60212757,2018-08-29T21:31:53.060Z,1.4,36.271,-89.4471667,6.29,1.87,8,9.09351693885437,9.35712644098555,5.15471475142641,0.320611418964629,5.0831035565426,6,14.8383710665251,8.19334321091873,3.4618982059299,0.140678314722624,3.43037219245688
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60062533,2018-08-26T13:36:24.500Z,1.3,36.27,-89.4486667,6.54,1.97,4,31.5003914434067,15.8654908132398,5.43646926858593,0.154685040568116,5.39595450609037,5,50.7889107043689,16.6841621745257,10.1350220416364,0.664883143400329,9.89065805779136
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60212287,2018-08-25T03:00:10.010Z,1.32,36.2723333,-89.4496667,6.81,1.95,4,34.5331254226206,27.9530919043165,7.62428964697395,0.206048447293077,7.53954726414826,3,55.2611314861634,33.1114433940744,6.23977492393736,0.26053204288009,6.21591452895551
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60061943,2018-08-21T13:13:18.960Z,1.58,36.2715,-89.4488333,6.71,1.69,8,38.1429925104659,99.999999977904,12.4166108583527,1.13944154500752,14.118901612011,8,31.7420124323495,53.3606751043494,19.9999999999989,0.434434709235996,19.823495212525
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60061928,2018-08-21T09:34:49.610Z,1.22,36.2723333,-89.45,6.67,2.05,4,60.4296640464264,30.7357021933647,6.86299429008305,0.194926047463798,6.9007900272961,3,100.141238808515,32.6436197260882,7.14971976066371,0.308043870588091,7.31363528163649
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60061933,2018-08-21T03:28:11.200Z,1.17,36.2715,-89.4466667,6.46,2.1,3,51.9557250438981,99.9999999999997,8.6437957770501,0.188931463699563,8.68982181876912,2,82.8143327971101,62.3107369232942,6.81203629278963,0.347721164613966,6.60330953581275
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60172991,2017-01-25T08:01:25.020Z,1.61,36.2725,-89.4493333,6.47,1.66,9,7.6903892571509,100,10.295585086488,0.158995517230392,10.2494423879407,8,20.9515522726917,16.8517643289114,6.91446963551981,0.304134551533103,7.0525841228514
nm60216527,2018-10-20T15:01:10.540Z,1.95,36.5358333,-89.6166667,8.45,nm610446,2014-07-14T01:09:15.160Z,1.4,36.5361667,-89.6151667,7.97,0.55,2,3.34434822507604,0.563991039711956,0.500000000067397,8.06598104995577,15.7309107565284,2,1.02097255621204,4.32021641255256,8.96759875685419,0.483378914141845,9.18550918779196
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60070123,2018-12-03T01:59:19.370Z,1.27,36.2695,-89.4481667,6.31,0.52,5,3.83536410966657,15.0192773345688,20,9.51146190947114,12.4144999998517,3,9.37280864422319,0.824871099368569,0.500000001107103,0.02607978493911,0.509142971338483
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60216647,2018-10-22T14:44:58.960Z,1.22,36.2703333,-89.4486667,6.27,0.57,4,3.21863078762593,1.28063061897348,1.56874986562648,0.156658230005906,1.54820655392285,3,5.67273459856762,2.0764375296312,1.93361902170647,0.247590191823153,1.86763533913941
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60216607,2018-10-21T09:07:25.990Z,1.29,36.2701667,-89.4481667,6.28,0.5,6,3.75032055223165,16.2733479693814,20,8.91472097031701,14.2085000005273,4,5.45173262191334,0.650000232997323,0.557358401567464,6.38524502677262,2.95933137673631
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60067123,2018-10-21T08:05:10.170Z,1.27,36.2713333,-89.4478333,6.61,0.52,1,13.7109075934331,1.6877244394616,1.22941997402025,0.162505631747354,1.31282032357063,2,7.09253162931764,19.1855020478237,20,4.91663436010315,1.86407181108739
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60216247,2018-10-18T23:55:57.420Z,1.29,36.2703333,-89.4461667,6.14,0.5,3,5.84958560966381,0.500000000000172,0.538591543478901,3.82460461017635,5.18809711930582,2,7.48164913509035,1.17450743879356,0.960189891403079,0.431879443145343,0.842189989937015
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60066528,2018-10-17T04:04:33.550Z,1.22,36.2703333,-89.4485,6.22,0.57,1,14.3001591706589,0.530250163105597,0.500000000000272,1.78720490121627,0.897264318043741,0,0,0,0,0,0
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60241891,2018-10-07T05:34:43.960Z,1.29,36.2695,-89.4483333,6.41,0.5,3,6.71565832087878,1.62967546273044,1.49416470750967,0.241816624016538,1.51988948104568,3,5.65578759275261,0.504202641775495,0.500000000082245,7.02534173257586,5.45595895404465
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60241091,2018-09-25T16:49:53.520Z,1.14,36.2693333,-89.4471667,5.95,0.65,4,12.53680691681,0.747061220792044,0.500000000000133,1.62658031260493,0.636499999997998,1,12.6083050914073,1.07026269281442,0.793145907972527,1.05462942200027,0.849155321319767
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60240826,2018-09-20T17:36:17.950Z,1.23,36.2698333,-89.448,6.12,0.56,2,2.050356646406,2.46308200494885,2.90918343165248,0.29416544776939,2.91595864714247,4,2.05256772205003,5.52009818947104,6.18965076742578,0.636797962970373,6.29225815004379
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60062528,2018-08-27T07:36:58.740Z,1.29,36.2693333,-89.4468333,6.31,0.5,4,8.55263522681476,0.512983458972859,0.500000025226813,8.7088275691129,5.99875434027392,2,8.40925999703576,3.63190571254872,3.82808279977804,0.926250597238787,3.58389766150431
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60061933,2018-08-21T03:28:11.200Z,1.17,36.2715,-89.4466667,6.46,0.62,3,6.30903315087489,1.31372011850243,1.5602324518726,0.095000986725967,1.53690379536132,2,7.17581106041078,0.500000000000002,0.564229125013849,1.11796503876022,0.652601286944745
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.4463333,6.13,nm60061823,2018-08-20T01:52:14.840Z,1.09,36.2711667,-89.4461667,5.97,0.7,2,15.6235870342329,0.590951759388929,0.500000000000046,0.477974940345437,0.826235541276237,1,7.05898667392968,0.500000000000101,0.659173049545266,2.90470019917232,1.13928318821209
nm60242286,2018-10-11T02:33:22.530Z,1.59,36.2698333,-89.4491667,6.05,nm60061823,2018-08-20T01:52:14.840Z,1.09,36.2711667,-89.4461667,5.97,0.5,2,4.43560323464117,2.73196883379327,3.24928589383757,0.407546324913179,3.41599386226023,1,8.30547337474564,2.78363149104653,2.38029617698725,0.492095137517394,2.52901840782501
nm60241636,2018-10-05T12:28:27.550Z,2.26,36.084,-89.7888333,9.56,nm60196882,2018-04-21T18:11:40.420Z,1.27,36.0841667,-89.7913333,9.18,0.99,2,1.18082407705802,2.4872186927893,3.16076318651477,0.238174816276722,3.18130868644748,3,2.0113764980869,20.1398751334948,19.9999999999846,7.39989026968512,8.49874778025585
nm60241501,2018-10-03T19:32:27.890Z,1.92,36.2688333,-89.4475,6.4,nm60070123,2018-12-03T01:59:19.370Z,1.27,36.2695,-89.4481667,6.31,0.65,4,8.31851146629063,5.250852225689,4.56308106848791,2.19484403560753,4.89339188486899,1,17.5811113796116,0.939207654723531,0.807298736792096,3.81656662150792,1.6000124929834
nm60241501,2018-10-03T19:32:27.890Z,1.92,36.2688333,-89.4475,6.4,nm60216647,2018-10-22T14:44:58.960Z,1.22,36.2703333,-89.4486667,6.27,0.7,3,8.93450026237787,4.23794249481261,2.55576205715449,0.171091361229829,2.5484743309877,1,43.7349413174103,5.81275407735018,1.17738622304441,0.085268384389622,1.14738654625112
nm60241501,2018-10-03T19:32:27.890Z,1.92,36.2688333,-89.4475,6.4,nm60067023,2018-10-22T14:07:21.350Z,1.21,36.2685,-89.4486667,6.61,0.71,1,16.8445895668266,2.45035253261826,1.55073932737793,0.13926585906685,1.44006716784948,0,0,0,0,0,0
nm60241501,2018-10-03T19:32:27.890Z,1.92,36.2688333,-89.4475,6.4,nm60216607,2018-10-21T09:07:25.990Z,1.29,36.2701667,-89.4481667,6.28,0.63,5,12.0770167916456,11.0588797756044,6.85399636060711,0.368119398380175,6.79806172457943,2,18.5040272089649,5.96367705089978,3.62996379633232,0.344936859951306,3.39842966401222
nm60241501,2018-10-03T19:32:27.890Z,1.92,36.2688333,-89.4475,6.4,nm60216602,2018-10-21T06:22:13.180Z,1.38,36.2678333,-89.447,6.36,0.54,7,5.53323698764474,5.67891299361704,3.73625505697856,0.272202076909005,3.97306997097586,5,5.45507831663036,14.5650834361243,8.69942812062358,0.448835524353431,8.73688869477664
