masterID,masterTime,mastermag,masterlat,masterlon,masterdep,egfID,egfTime,egfmag,egflat,egflon,egfdep,s,s_fit_a,s_fit_b,s_fit_c,s_fc_std,s_fc_mean,p,p_fit_a,p_fit_b,p_fit_c,p_fc_std,p_fc_mean
,,,,,,nm600091,1974-10-24T09:26:02.600Z,1.4,36.53,-89.57,5.0,0,0,0,0,0,0,0,0,0,0,0,0
nm60235771,2018-07-15T11:10:04.260Z,1.95,36.485,-89.545,9.14,nm60142732,2016-12-24T13:40:19.920Z,1.26,36.485,-89.54799999999999,8.8,1,3.7860108745062537,3.870385480276485,2.800245091557644,0.3422075095147658,2.891404770801133,3,2.9217100727559155,1.6917023723997755,1.8909247328697734,1.2347412588516369,2.044167841819573
nm60206662,2018-06-24T21:50:02.940Z,1.7,36.2275,-89.44,7.69,nm60110541,2015-07-24T13:32:10.620Z,1.04,36.228333299999996,-89.4405,7.63,2,1.9233884035540083,6.367044146656858,7.1453866916464,1.9701669790423015,7.068758810966,3,1.973690434748406,5.846931520500883,6.6096369306659515,2.167534791627416,6.407136501068211
nm60205687,2018-06-17T12:50:23.850Z,2.69,36.1081667,-89.7526667,9.18,nm60172312,2017-06-20T19:03:43.080Z,1.74,36.1073333,-89.757,8.97,4,7.862091798445578,0.6604006086995828,0.7350587252688912,0.09282651691533804,0.7638147632888731,2,5.96532067596197,2.620016013296992,4.528916670487792,0.21722710271214737,4.55445188879564
nm60205542,2018-06-15T19:11:15.790Z,1.87,36.5395,-89.6503333,6.89,nm60090382,2015-09-19T21:50:09.910Z,1.26,36.5388333,-89.6441667,6.8,4,1.1298919496527484,4.080178801293237,3.3836021980964746,0.19993136376483261,3.3979244546434475,5,1.2712278777635644,11.74172897759998,10.007587305657774,2.197449531786396,9.727665626959707
,,,,,,nm610542,2014-10-03T12:14:25.660Z,1.3,36.5386667,-89.654,6.58,2,5.574471519675235,3.669740991090682,2.863862935974083,0.20511446969764113,2.7485626377788988,1,20.822284741384678,99.99999999999989,9.286078565760896,0.4685157509817118,9.639258404080218
nm60205312,2018-06-14T00:34:57.210Z,2.23,36.516,-89.5441667,6.38,nm60205327,2018-06-14T03:00:44.230Z,1.66,36.5158333,-89.5478333,6.66,4,7.842112402448475,24.833237936825377,19.99999999994918,8.523210676004023,5.516298087204766,3,5.571334199563755,0.5000000000000001,0.5376030372081546,0.3906049237265134,0.5853138145553646
,,,,,,nm607770,2010-10-31T12:19:29.390Z,1.6,36.516,-89.5418333,6.68,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605719,2005-03-24T03:25:42.400Z,1.7,36.514166700000004,-89.54166670000001,6.23,0,0,0,0,0,0,0,0,0,0,0,0
nm60204782,2018-06-11T04:27:51.220Z,1.51,36.3011667,-89.4976667,5.18,nm604590,2000-04-09T07:50:55.380Z,0.7,36.3006667,-89.4923333,5.44,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604197,1996-07-19T03:38:20.720Z,1.0,36.30167,-89.49084,5.02,0,0,0,0,0,0,0,0,0,0,0,0
nm60204252,2018-06-08T10:15:14.450Z,1.58,36.3128333,-89.5263333,9.14,nm610142,2013-12-29T00:04:05.610Z,0.9,36.311,-89.5293333,8.93,2,2.3795720612080107,6.101462446093715,7.046632534327266,3.834780957407144,6.368595673414612,0,0,0,0,0,0
nm60230821,2018-06-02T00:41:15.590Z,2.3,36.5448333,-89.6646667,9.05,nm60038108,2017-05-23T22:25:50.960Z,1.58,36.544000000000004,-89.6668333,9.16,5,5.771569815889154,0.7677508640402664,0.5000000000000007,3.319143196996717e-10,0.5000000000486428,3,1.9963736577373357,4.025197293740907,5.368706070321706,0.36242864830299765,5.419461482067222
,,,,,,nm60038113,2017-05-23T22:23:02.270Z,0.91,36.5431667,-89.6671667,9.3,4,13.749477451384871,0.7756137838568775,0.5000000000000001,0.0003318947872966743,0.5000104954781015,4,1.664783560875501,4.116913240186915,8.964942717509286,0.46736744986093776,8.834538120693308
nm60227821,2018-05-13T12:36:13.140Z,1.53,36.5576667,-89.62200000000001,7.72,nm605269,2003-10-01T03:03:27.540Z,1.0,36.5575,-89.6175,7.55,0,0,0,0,0,0,0,0,0,0,0,0
nm60196927,2018-04-21T23:16:23.170Z,2.51,36.132,-89.7238333,5.58,nm604572,2000-02-12T13:00:08.620Z,1.7,36.1306667,-89.7236667,5.25,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60014522,1999-11-26T20:57:59.040Z,1.3,36.1311667,-89.72,5.83,0,0,0,0,0,0,0,0,0,0,0,0
nm60221516,2018-03-28T03:14:16.480Z,1.81,36.5328333,-89.6421667,8.0,nm60064638,2018-09-20T09:20:32.470Z,1.14,36.5338333,-89.6485,8.05,1,2.135460801879566,5.065777632191894,5.7982480514152,7.21912582452512,9.26739933909683,0,0,0,0,0,0
,,,,,,nm60056633,2018-05-07T09:41:39.520Z,1.22,36.5341667,-89.64399999999999,8.19,1,3.6640790774723278,11.593767431318883,19.999999999999833,8.366780353082492,15.00451538794459,0,0,0,0,0,0
,,,,,,nm610338,2014-04-10T00:35:01.500Z,1.0,36.533666700000005,-89.6391667,7.97,0,0,0,0,0,0,2,0.9821483590887614,3.7753676940293186,6.483797473289744,0.39934346124456793,6.277933315013799
nm60220656,2018-03-21T08:59:35.560Z,2.4,36.2676667,-89.4666667,7.09,nm60127092,2016-07-30T03:36:19.940Z,1.78,36.266999999999996,-89.4713333,6.93,10,10.54078565333617,0.556979206640414,0.5000000000000001,0.8428866396560035,0.5376911584640743,7,6.713115748262345,1.4639171418028452,1.2433760613874578,0.12358943244612841,1.2063654642115063
nm60219331,2018-03-11T16:02:53.340Z,2.44,36.557333299999996,-89.601,6.42,nm605037,2002-05-19T14:29:48.690Z,1.3,36.5581667,-89.60416670000001,6.37,0,0,0,0,0,0,0,0,0,0,0,0
nm60219196,2018-03-10T05:10:41.250Z,2.27,36.530333299999995,-89.5996667,9.04,nm60188252,2018-02-16T07:00:49.990Z,1.3,36.5305,-89.5991667,9.01,6,2.8096593077880927,31.761820432629705,19.99999999999614,1.5272133510614554,19.87194112229038,5,2.1517391691450336,3.750685765299127,4.0867197725001825,3.0105071268535184,4.492644755905782
,,,,,,nm604196,1996-07-18T22:03:01.540Z,1.4,36.5301667,-89.6065,8.89,0,0,0,0,0,0,0,0,0,0,0,0
nm60189397,2018-02-25T14:28:54.850Z,1.89,36.5343333,-89.647,8.64,nm60056633,2018-05-07T09:41:39.520Z,1.22,36.5341667,-89.64399999999999,8.19,1,4.699359672217976,9.199721358480375,19.99999999999929,6.92762669760997,17.114120268035638,0,0,0,0,0,0
,,,,,,nm604991,2002-02-14T05:39:24.390Z,1.3,36.5328333,-89.6421667,8.83,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604641,2000-07-07T17:26:22.600Z,1.0,36.5353333,-89.64200000000001,8.5,0,0,0,0,0,0,0,0,0,0,0,0
nm60186507,2018-01-22T15:35:49.910Z,2.43,36.5323333,-89.5938333,9.03,nm60185262,2017-12-23T13:23:23.610Z,1.64,36.5331667,-89.5948333,8.58,9,4.731634056147879,15.704785875485381,12.34723998546996,4.284928050139714,12.236783483694987,9,4.757064245087176,2.3050909603405736,2.4679023521827594,1.005235014715239,2.4406780963061707
,,,,,,nm606962,2009-05-18T02:49:30.590Z,1.6,36.532166700000005,-89.59816670000001,8.66,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606727,2008-06-16T18:57:22.710Z,1.5,36.5331667,-89.5901667,8.79,0,0,0,0,0,0,0,0,0,0,0,0
nm60186347,2018-01-18T20:04:44.910Z,2.7,36.6058333,-89.8995,4.92,nm60204237,2018-06-07T22:33:15.740Z,1.85,36.6051667,-89.8993333,5.37,12,7.8788310728741475,1.0027119853742774,0.8428611799065446,0.6101147547050588,0.8507217388828864,7,8.791740833278148,0.6544394154279434,0.500000000000002,1.6732919279096014e-11,0.5000000000028305
,,,,,,nm60231236,2018-06-05T23:11:31.830Z,1.68,36.606333299999996,-89.9025,5.07,2,79.141479542366,1.4965716046199824,0.5000000000026625,0.007318259855496095,0.5013311580042478,1,7.191774175094743,3.327943112236475,5.188319258649565,0.36690913420634447,5.628358697558392
nm60185852,2018-01-09T08:47:39.900Z,2.42,36.4503333,-89.5435,8.72,nm610309,2014-03-10T12:52:49.280Z,1.1,36.4493333,-89.5373333,8.55,0,0,0,0,0,0,1,0.8374943854747376,2.7601297119795483,6.411431735406783,0.5786517066659741,6.730524620036516
,,,,,,nm609593,2012-11-20T02:31:24.370Z,1.2,36.4496667,-89.5466667,8.8,0,0,0,0,0,0,2,1.3671533084870067,1.045590067429606,2.8791661453481128,0.23224572858973247,3.2129902031477195
,,,,,,nm607045,2009-10-16T11:40:59.880Z,1.3,36.4488333,-89.54166670000001,8.48,0,0,0,0,0,0,1,2.862912166948405,3.3875150072930786,12.16027093708935,3.548216516040186,11.54329123282516
,,,,,,nm606304,2007-03-18T21:02:44.250Z,1.7,36.4505,-89.5415,8.58,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604675,2000-09-16T03:22:41.280Z,1.1,36.4495,-89.5458333,8.45,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60014520,1999-11-24T21:19:13.250Z,1.0,36.4505,-89.5383333,8.56,0,0,0,0,0,0,0,0,0,0,0,0
nm60185707,2018-01-04T16:41:25.970Z,2.2,36.2715,-89.4706667,6.32,nm609562,2012-10-09T20:26:35.460Z,0.9,36.2726667,-89.4743333,6.42,0,0,0,0,0,0,1,1.4363533223929563,3.3365181300303792,5.133150648023477,1.2083383670867764,5.539015064112319
,,,,,,nm609561,2012-10-09T19:16:37.860Z,1.3,36.271,-89.4771667,6.37,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm608330,2011-02-15T12:16:16.910Z,0.7,36.2706667,-89.469,6.46,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606941,2009-03-24T11:35:34.500Z,1.3,36.272,-89.4723333,5.95,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605071,2002-07-21T18:09:48.320Z,1.6,36.2698333,-89.4691667,6.03,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605069,2002-07-17T19:01:17.160Z,1.5,36.2718333,-89.4738333,6.6,0,0,0,0,0,0,0,0,0,0,0,0
nm60185262,2017-12-23T13:23:23.610Z,1.64,36.5331667,-89.5948333,8.58,nm60096522,2015-11-25T12:54:16.570Z,0.99,36.5328333,-89.6021667,8.7,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60020613,2015-11-25T06:57:14.510Z,1.01,36.5326667,-89.6021667,8.5,0,0,0,0,0,0,1,2.2498377616043355,12.846065353639192,19.999999999968257,2.898460044085593,19.457076062798773
nm60185202,2017-12-22T10:41:18.030Z,1.93,36.4878333,-89.538,7.89,nm609117,2011-11-12T18:46:51.360Z,1.3,36.4885,-89.5388333,7.65,0,0,0,0,0,0,0,0,0,0,0,0
nm60211861,2017-12-01T02:04:46.830Z,1.86,36.5708333,-89.6046667,5.6,nm60211586,2017-11-28T03:46:59.700Z,1.26,36.5698333,-89.6046667,5.67,2,0.8955505702038182,10.593190068554188,10.164500244515006,2.3533335631912102,10.04759534314876,0,0,0,0,0,0
,,,,,,nm60022003,2016-01-07T17:01:31.290Z,0.74,36.5723333,-89.6025,5.92,0,0,0,0,0,0,0,0,0,0,0,0
nm60211481,2017-11-26T04:38:50.520Z,2.37,36.2958333,-89.49700000000001,8.17,nm60161207,2017-04-17T23:36:28.800Z,1.63,36.295,-89.50016670000001,7.89,6,13.34835273416472,11.871332799314132,19.999999999999996,1.285788176872324,19.830735185974483,7,7.987422552421341,0.5000000000001301,0.5368984014003352,6.602033610928536,3.235416525957847
,,,,,,nm602376,1984-08-03T15:05:24.290Z,1.7,36.295,-89.49700000000001,8.1,0,0,0,0,0,0,0,0,0,0,0,0
nm60211346,2017-11-23T12:01:58.520Z,2.11,36.4815,-89.5451667,7.56,nm609792,2013-02-19T03:24:05.930Z,0.8,36.4818333,-89.5411667,7.58,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605872,2005-11-22T23:18:21.320Z,1.4,36.4806667,-89.551,7.39,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604911,2001-08-16T04:06:07.100Z,1.4,36.4818333,-89.53866670000001,7.6,0,0,0,0,0,0,0,0,0,0,0,0
nm60211326,2017-11-22T10:05:11.430Z,1.52,36.274,-89.5111667,9.48,nm60098377,2015-12-16T04:16:54.810Z,1.0,36.2738333,-89.50883329999999,9.01,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605229,2003-08-04T01:13:12.630Z,1.0,36.2748333,-89.5053333,9.44,0,0,0,0,0,0,0,0,0,0,0,0
nm60211321,2017-11-22T09:19:14.850Z,1.92,36.4551667,-89.53,8.8,nm60246206,2018-11-28T22:40:27.960Z,1.09,36.4565,-89.53299999999999,8.92,0,0,0,0,0,0,0,0,0,0,0,0
nm60046728,2017-11-03T13:51:02.980Z,2.02,36.5703333,-89.6048333,5.81,nm60211586,2017-11-28T03:46:59.700Z,1.26,36.5698333,-89.6046667,5.67,3,2.8914659010673924,27.21769621095863,19.99999999999594,3.5983614326512905,19.150099936314483,1,1.801563349508578,5.970779584203746,11.04771978857806,1.0835687289307383,10.99185930014545
,,,,,,nm60046738,2017-11-03T14:06:23.150Z,1.45,36.571,-89.6043333,5.7,2,5.077048627122393,0.5287472278917715,0.5000000000000112,6.281250025110931,17.703770097170068,3,4.053334615547462,21.18334738915884,19.99999999999994,7.995821137520554,14.174267435732265
,,,,,,nm60022003,2016-01-07T17:01:31.290Z,0.74,36.5723333,-89.6025,5.92,0,0,0,0,0,0,0,0,0,0,0,0
nm60046723,2017-11-03T13:47:28.470Z,2.09,36.5725,-89.6053333,5.62,nm60046743,2017-11-03T14:39:34.410Z,1.48,36.572166700000004,-89.6025,5.22,3,19.920818575664484,0.5694928579991185,0.5000000042119986,5.053159327189835,2.2806593097047196,1,11.336640235938079,9.31458911387581,19.99999999923825,9.247982931104225,9.470244870030896
,,,,,,nm60046738,2017-11-03T14:06:23.150Z,1.45,36.571,-89.6043333,5.7,2,9.708932781222721,1.4771115586888937,0.9594665171255143,0.06980145810005192,0.9583673546465059,2,5.874010587915574,4.459631289505605,5.489597990200724,0.41174914916453786,5.356503580244525
,,,,,,nm60022003,2016-01-07T17:01:31.290Z,0.74,36.5723333,-89.6025,5.92,0,0,0,0,0,0,0,0,0,0,0,0
nm60046713,2017-11-03T13:42:58.610Z,1.83,36.5713333,-89.6045,5.52,nm60211586,2017-11-28T03:46:59.700Z,1.26,36.5698333,-89.6046667,5.67,3,3.2660191186511054,14.948562510500157,19.99999999999057,8.205190802308948e-10,19.99999999983713,0,0,0,0,0,0
,,,,,,nm60022003,2016-01-07T17:01:31.290Z,0.74,36.5723333,-89.6025,5.92,0,0,0,0,0,0,0,0,0,0,0,0
nm60182662,2017-11-03T13:40:42.560Z,2.74,36.574,-89.6051667,5.53,nm60205272,2018-06-13T16:03:18.210Z,1.11,36.576,-89.6031667,5.6,2,8.55758406319218,0.5598780896238986,0.5000000000000094,1.9014149202650485,1.3979999404924996,0,0,0,0,0,0
,,,,,,nm60211471,2017-11-25T16:24:21.650Z,1.54,36.5741667,-89.6043333,5.29,2,2.190793624373041,36.89779944497938,9.61972379892622,0.35093196029786894,9.614821626520763,4,6.957392862714718,0.500000000000047,0.5867606138442298,7.132640260033414,11.874752491615356
,,,,,,nm60046723,2017-11-03T13:47:28.470Z,2.09,36.5725,-89.6053333,5.62,22,13.015009501969935,13.725317970718969,7.105381215096578,0.3110488121608372,7.090068421030559,18,10.90444211179188,99.99999999999996,19.999999979845906,7.116136143414604,16.687181043673316
,,,,,,nm605898,2005-12-16T07:51:54.700Z,1.6,36.575,-89.6036667,5.12,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605275,2003-10-05T18:13:16.640Z,1.7,36.5748333,-89.6043333,5.76,0,0,0,0,0,0,0,0,0,0,0,0
nm60182502,2017-11-02T09:35:25.930Z,1.54,36.445,-89.5363333,8.59,nm609627,2012-12-25T05:27:23.870Z,1.0,36.4438333,-89.53200000000001,8.55,0,0,0,0,0,0,0,0,0,0,0,0
nm60182317,2017-10-29T06:53:32.970Z,2.01,36.4496667,-89.5345,8.53,nm60069743,2018-11-22T21:06:50.040Z,0.99,36.4511667,-89.5321667,8.58,0,0,0,0,0,0,1,1.2262923524051481,8.957264236240617,19.447405746956182,3.7867411187647124,18.885780559322157
,,,,,,nm60164402,2017-04-29T04:45:16.740Z,1.5,36.4508333,-89.5371667,8.46,7,0.7637011663140924,45.083922042620415,18.775741350030504,1.497109572945566,18.427675912876982,8,0.9449860563926777,0.764361470736449,0.5000000000020554,0.0011717446386752908,0.500084348709596
,,,,,,nm60172516,2017-01-21T00:48:38.490Z,1.17,36.4495,-89.5351667,8.23,2,2.178461202673238,29.677481527773597,19.999999999999737,5.444233390222013,18.299304771418623,3,0.7271435508854663,14.480914595396118,19.99999999998676,2.8010227680012676,19.161914815796766
,,,,,,nm60134247,2016-09-23T00:34:48.460Z,1.28,36.45,-89.5291667,8.39,1,28.77173811913014,0.9891604783172998,0.5000000000000004,0.4828511048561372,0.6297597184572404,2,3.581981691887482,13.861848616682677,19.999999998148226,8.806155306853123,14.141793508567364
,,,,,,nm60103691,2015-06-03T10:43:26.180Z,1.38,36.451,-89.5308333,8.71,3,3.5183617179989235,1.4481595699299687,1.566738248895512,4.29378444387578,4.594013536121895,3,2.565820674360331,11.679996706871401,19.99999999974509,4.1559426017162275,19.006533028933777
,,,,,,nm610309,2014-03-10T12:52:49.280Z,1.1,36.4493333,-89.5373333,8.55,0,0,0,0,0,0,1,0.4031914117018742,7.305814486134008,11.152371523131647,3.5184473957672244,10.387444422576998
,,,,,,nm607247,2010-01-30T09:58:51.290Z,0.8,36.45,-89.5335,8.04,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606797,2008-10-30T07:54:35.380Z,1.4,36.45,-89.5361667,8.13,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60014520,1999-11-24T21:19:13.250Z,1.0,36.4505,-89.5383333,8.56,0,0,0,0,0,0,0,0,0,0,0,0
nm60182157,2017-10-27T10:11:50.090Z,2.12,36.55,-89.6708333,5.46,nm601069,1979-09-06T13:50:27.000Z,0.8,36.55,-89.67,5.0,0,0,0,0,0,0,0,0,0,0,0,0
nm60208301,2017-10-09T13:54:48.160Z,2.52,36.5431667,-89.61616670000001,8.72,nm609385,2012-04-15T14:25:31.840Z,1.5,36.544000000000004,-89.6125,8.35,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606343,2007-05-10T13:39:23.940Z,1.8,36.543833299999996,-89.61200000000001,8.4,0,0,0,0,0,0,0,0,0,0,0,0
nm60207341,2017-09-27T00:58:48.680Z,1.82,36.4815,-89.5496667,9.25,nm60171712,2017-06-16T03:17:30.230Z,1.17,36.4805,-89.5465,9.45,2,3.725321396852453,1.3909934172380072,0.8588184410593129,0.11848755920803306,0.898178313432,1,0.6979605330289961,18.39846958383114,19.999999729401846,7.541795569682105,12.829184998101079
nm60207176,2017-09-21T12:30:33.100Z,1.81,36.3048333,-89.5308333,9.49,nm60091607,2015-09-30T23:28:20.900Z,1.1,36.3056667,-89.5275,9.63,1,10.505340202745481,7.020198298300401,3.1604259332641242,0.31359704085093065,3.467203579041739,1,8.373029409009387,9.263381187238622,6.771634806477341,1.6452880653280528,6.9579298108574985
,,,,,,nm605274,2003-10-04T14:08:15.120Z,1.3,36.3066667,-89.5278333,9.4,0,0,0,0,0,0,0,0,0,0,0,0
nm60207166,2017-09-21T11:48:08.630Z,1.64,36.289666700000005,-89.4975,7.47,nm60143042,2016-12-27T13:51:59.890Z,1.1,36.2886667,-89.50016670000001,7.48,1,4.484342984671079,25.250866695987813,19.999999999554227,6.457140109074272,17.1871281547655,1,2.3946769368236547,25.420420410447615,15.11859394704346,5.027813405000544,11.975878221039356
nm60207096,2017-09-20T11:05:15.890Z,1.74,36.2393333,-89.50200000000001,7.22,nm60207231,2017-09-22T20:12:04.010Z,0.97,36.239000000000004,-89.4991667,6.94,1,3.877686392974375,6.3885510979378095,6.627154589377504,1.899572876787576,5.9655432138482425,1,9.344633114257793,0.7745267111522356,0.5000000000000001,0.003442435260633037,0.5002837222270028
nm60179022,2017-09-07T07:10:36.770Z,2.04,36.1178333,-89.7361667,9.31,nm60211686,2017-11-29T20:50:40.970Z,1.47,36.1178333,-89.7426667,9.44,0,0,0,0,0,0,0,0,0,0,0,0
nm60178627,2017-09-03T18:35:29.100Z,2.04,36.5505,-89.6451667,7.83,nm60043713,2017-08-25T20:10:42.860Z,1.12,36.5496667,-89.6481667,7.82,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60178177,2017-08-25T16:39:55.490Z,1.06,36.55,-89.649,7.93,2,3.1792300229345622,46.688441697978114,19.99998806596143,3.956029089326844,17.434447632371203,2,2.463639283206506,27.663740863923696,19.99999999988728,7.960339594650152,15.885499964676354
,,,,,,nm605870,2005-11-18T04:06:28.250Z,1.4,36.55,-89.647,7.88,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605207,2003-07-06T05:16:52.270Z,1.5,36.552,-89.6468333,8.15,0,0,0,0,0,0,0,0,0,0,0,0
nm60178622,2017-09-03T15:50:08.580Z,1.89,36.5311667,-89.6363333,7.6,nm606126,2006-09-28T00:07:04.950Z,1.1,36.531833299999995,-89.6381667,7.61,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604967,2001-12-20T03:02:21.240Z,1.3,36.532166700000005,-89.6388333,7.25,0,0,0,0,0,0,0,0,0,0,0,0
nm60178352,2017-08-30T20:29:58.570Z,2.15,36.536333299999995,-89.6356667,7.48,nm60134252,2016-09-23T01:34:13.000Z,1.5,36.5353333,-89.6306667,7.22,1,10.021897256696612,4.248398747055835,6.360714675908823,0.4208736879145525,6.140149691807028,0,0,0,0,0,0
,,,,,,nm608835,2011-04-14T06:32:24.580Z,1.5,36.5353333,-89.6361667,7.62,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm607405,2010-07-05T06:27:03.080Z,1.5,36.5368333,-89.63683329999999,7.4,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606156,2006-10-21T21:04:40.070Z,1.6,36.5376667,-89.6405,7.3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606146,2006-10-19T01:02:26.320Z,1.6,36.5345,-89.6388333,7.6,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605320,2003-12-23T01:44:02.450Z,1.6,36.534833299999995,-89.6328333,7.54,0,0,0,0,0,0,0,0,0,0,0,0
nm60178332,2017-08-30T14:42:41.130Z,2.32,36.5503333,-89.6481667,7.73,nm60178227,2017-08-25T20:27:58.830Z,1.71,36.5495,-89.6456667,7.49,6,5.131399177207506,35.10716491539621,19.999992564245265,8.991914629626821,11.908422318819023,2,16.66352671734142,1.111227566981838,0.5000000000000001,4.5434124248016585e-12,0.5000000000011304
,,,,,,nm60043713,2017-08-25T20:10:42.860Z,1.12,36.5496667,-89.6481667,7.82,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60043718,2017-08-25T20:08:58.140Z,1.68,36.5505,-89.6471667,7.97,0,0,0,0,0,0,1,1.1005234076674035,2.3292301127667154,1.8814458761618749,0.20009070884726063,1.7788266137445503
,,,,,,nm60178177,2017-08-25T16:39:55.490Z,1.06,36.55,-89.649,7.93,2,11.041726902729103,3.0779733393417987,1.299830602698215,0.09584551317741179,1.327215641824756,1,4.642157617131757,3.9470614725708435,4.759627679753709,1.9483197005432291,3.5374107298424224
,,,,,,nm605870,2005-11-18T04:06:28.250Z,1.4,36.55,-89.647,7.88,0,0,0,0,0,0,0,0,0,0,0,0
nm60178227,2017-08-25T20:27:58.830Z,1.71,36.5495,-89.6456667,7.49,nm60043713,2017-08-25T20:10:42.860Z,1.12,36.5496667,-89.6481667,7.82,0,0,0,0,0,0,0,0,0,0,0,0
nm60043718,2017-08-25T20:08:58.140Z,1.68,36.5505,-89.6471667,7.97,nm60043713,2017-08-25T20:10:42.860Z,1.12,36.5496667,-89.6481667,7.82,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60178177,2017-08-25T16:39:55.490Z,1.06,36.55,-89.649,7.93,0,0,0,0,0,0,0,0,0,0,0,0
nm60178197,2017-08-25T20:08:06.420Z,2.87,36.5518333,-89.65183329999999,8.05,nm60043718,2017-08-25T20:08:58.140Z,1.68,36.5505,-89.6471667,7.97,0,0,0,0,0,0,1,9.000073184171955,8.0299270003879,1.552774164264745,0.06731070143334374,1.516238715302331
,,,,,,nm60178177,2017-08-25T16:39:55.490Z,1.06,36.55,-89.649,7.93,2,2.854353204308259,8.058002657630388,5.659185301209948,0.48825046210380535,5.875957201368683,2,33.086503445981194,1.7608052220818986,1.5437655997310884,0.8430581469605744,1.5288359915799754
,,,,,,nm605208,2003-07-06T06:07:42.030Z,1.6,36.5525,-89.648,7.95,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605207,2003-07-06T05:16:52.270Z,1.5,36.552,-89.6468333,8.15,0,0,0,0,0,0,0,0,0,0,0,0
nm60178092,2017-08-24T16:11:44.230Z,2.72,36.4983333,-89.5585,8.31,nm607076,2009-11-16T17:18:54.320Z,1.8,36.4971667,-89.5531667,8.22,0,0,0,0,0,0,1,20.35977290030117,0.6752545648578127,0.5000000000000001,0.8716299322134643,0.5390000001025429
,,,,,,nm606985,2009-07-15T01:14:20.500Z,1.5,36.4965,-89.5615,8.22,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606747,2008-07-23T05:39:34.180Z,0.9,36.499,-89.5585,8.15,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606614,2008-03-02T00:55:30.770Z,1.5,36.4975,-89.55333329999999,8.3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605288,2003-10-27T08:56:11.490Z,1.7,36.4973333,-89.553,8.33,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604410,1998-09-02T17:44:08.150Z,1.5,36.4988333,-89.5538333,8.11,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm602047,1983-10-09T10:53:55.800Z,1.7,36.5,-89.56,8.1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm601013,1979-06-25T04:07:57.700Z,1.3,36.5,-89.56,8.6,0,0,0,0,0,0,0,0,0,0,0,0
nm60177842,2017-08-21T02:44:15.670Z,2.18,36.5341667,-89.6366667,7.86,nm610338,2014-04-10T00:35:01.500Z,1.0,36.533666700000005,-89.6391667,7.97,0,0,0,0,0,0,2,1.5660351033871256,2.7175431817574145,6.247830259865091,0.28242421232859516,6.285716230764516
,,,,,,nm608835,2011-04-14T06:32:24.580Z,1.5,36.5353333,-89.6361667,7.62,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606456,2007-11-24T04:24:03.380Z,1.5,36.5345,-89.6345,8.16,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606164,2006-11-10T12:18:16.250Z,1.5,36.5343333,-89.6435,7.97,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606147,2006-10-19T03:45:31.120Z,1.5,36.536,-89.6405,7.94,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606146,2006-10-19T01:02:26.320Z,1.6,36.5345,-89.6388333,7.6,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605320,2003-12-23T01:44:02.450Z,1.6,36.534833299999995,-89.6328333,7.54,0,0,0,0,0,0,0,0,0,0,0,0
