masterID,masterTime,mastermag,masterlat,masterlon,masterdep,egfID,egfTime,egfmag,egflat,egflon,egfdep,s,s_fit_a,s_fit_b,s_fit_c,s_fc_std,s_fc_mean,p,p_fit_a,p_fit_b,p_fit_c,p_fc_std,p_fc_mean
nm60223342,2018-12-27T23:53:37.210Z,2.24,36.2985,-89.5063333,4.96,nm600433,1976-06-27T02:41:35.100Z,1.5,36.3,-89.51,5.0,0,0,0,0,0,0,0,0,0,0,0,0
nm60222417,2018-12-20T11:24:33.540Z,1.56,36.3113333,-89.5321667,9.31,nm610142,2013-12-29T00:04:05.610Z,0.9,36.311,-89.5293333,8.93,2,2.4493168107112275,4.897242396994418,5.6387567283140445,0.94517487163689,5.4058199366842645,0,0,0,0,0,0
nm60222262,2018-12-19T02:11:47.800Z,1.7,36.4976667,-89.5511667,8.12,nm605137,2003-02-08T05:51:06.080Z,0.9,36.497833299999996,-89.5443333,8.12,0,0,0,0,0,0,0,0,0,0,0,0
nm60222132,2018-12-17T15:40:18.480Z,2.0,36.4955,-89.5518333,8.48,nm60094031,2015-03-13T06:13:11.530Z,1.29,36.4956667,-89.5551667,8.62,7,8.496032732178184,3.027024916415141,3.4297442351864458,0.2393012771071177,3.4153553058627004,2,2.892544567279044,15.064199406071712,19.999999999999996,6.849426362367602,17.163952381959454
,,,,,,nm606614,2008-03-02T00:55:30.770Z,1.5,36.4975,-89.55333329999999,8.3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606611,2008-02-28T15:06:12.570Z,1.5,36.4945,-89.5518333,8.51,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605461,2004-04-11T17:44:36.060Z,1.5,36.4945,-89.5576667,8.3,0,0,0,0,0,0,0,0,0,0,0,0
nm60222127,2018-12-17T14:05:24.400Z,1.63,36.4966667,-89.54899999999999,8.25,nm605137,2003-02-08T05:51:06.080Z,0.9,36.497833299999996,-89.5443333,8.12,0,0,0,0,0,0,0,0,0,0,0,0
nm60247276,2018-12-05T15:10:26.460Z,2.23,36.6848333,-89.5221667,15.66,nm610345,2014-04-16T00:12:25.670Z,1.4,36.6848333,-89.515,15.57,6,3.348927485858181,2.086350609308944,2.5707396065395374,0.2911209430632251,2.546320920281358,3,2.869643750123571,2.3297055162747964,3.1023254261294593,0.19471365818163558,3.131809266018645
nm60246596,2018-12-02T11:26:05.950Z,1.94,36.5056667,-89.5546667,8.03,nm60014465,1999-07-10T21:22:04.800Z,1.1,36.506666700000004,-89.5611667,8.07,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604239,1997-01-09T18:54:54.500Z,1.4,36.5068333,-89.5565,8.05,0,0,0,0,0,0,0,0,0,0,0,0
nm60245976,2018-11-27T02:37:35.210Z,1.86,36.2813333,-89.5075,9.7,nm60127862,2016-08-06T12:25:36.180Z,1.31,36.282,-89.5063333,9.28,1,5.3365916074587805,35.11760002674754,19.999999981185706,3.6629584552967134,17.94924817778491,1,6.4915635949474195,0.6263778854104618,0.500000000000001,4.697325889034494,7.345712579811862
,,,,,,nm60089017,2015-09-05T22:56:06.930Z,1.2,36.283,-89.5048333,9.63,2,5.692234655586895,4.275732339844527,5.267031384899945,0.5700330943143507,5.2568898365986785,0,0,0,0,0,0
nm60245971,2018-11-27T01:04:05.330Z,1.72,36.4476667,-89.531,9.16,nm60069733,2018-11-22T21:01:11.660Z,1.01,36.4466667,-89.5301667,8.76,0,0,0,0,0,0,0,0,0,0,0,0
nm60245416,2018-11-22T20:54:06.060Z,2.87,36.445,-89.5366667,9.54,nm60029603,2016-09-09T13:59:06.770Z,1.27,36.4468333,-89.5351667,9.27,2,3.58512227511132,99.99999999927859,11.0952663968657,0.25758048499902764,10.94764333486683,2,24.02556175829455,0.7170742062408841,0.5000000000000518,3.8231160344481534,1.2799999999353857
,,,,,,nm610573,2014-11-12T12:25:40.700Z,0.8,36.4446667,-89.5351667,9.2,3,7.226170226131259,14.063615791956565,6.704134486750523,0.7966998245385011,7.21476688716832,4,30.98360212561284,99.99999999981276,11.570447512187153,0.41205136291983246,11.208997166131539
,,,,,,nm610360,2014-04-21T06:15:02.030Z,1.8,36.4455,-89.5425,9.33,28,22.509462827399023,29.87088680013961,10.41539551255814,0.42309334701606005,10.392197819576923,18,19.333166638190008,37.62173133967493,10.264560114409761,0.35712645416985744,10.259958678035774
,,,,,,nm606763,2008-08-27T12:05:37.040Z,1.5,36.4448333,-89.5388333,9.22,0,0,0,0,0,0,0,0,0,0,0,0
nm60245156,2018-11-17T15:18:48.290Z,2.43,36.0566667,-89.8255,9.26,nm604843,2001-05-18T13:39:53.590Z,1.9,36.0563333,-89.8201667,9.02,0,0,0,0,0,0,0,0,0,0,0,0
nm60245146,2018-11-16T06:17:38.230Z,1.68,36.282166700000005,-89.5133333,8.96,nm60055728,2018-04-24T02:28:47.040Z,1.12,36.2808333,-89.5176667,8.8,0,0,0,0,0,0,0,0,0,0,0,0
nm60218407,2018-11-12T10:42:07.380Z,1.61,36.268666700000004,-89.447,6.17,nm60065023,2018-09-25T00:28:43.780Z,1.11,36.2685,-89.4455,6.3,0,0,0,0,0,0,0,0,0,0,0,0
nm60217432,2018-11-01T16:55:36.810Z,2.63,35.927,-89.9261667,13.11,nm60051123,2018-01-23T05:16:51.360Z,1.54,35.9265,-89.9221667,13.02,1,5.944269783000636,2.941432135199213,3.5669017679762125,0.37313252404719166,3.6920482840022233,1,3.5774553391139556,2.0882960266071513,5.033243999088779,0.24942687495774096,5.067131069282984
nm60216887,2018-10-25T13:29:35.800Z,2.06,36.512666700000004,-89.5365,6.58,nm60216992,2018-10-26T17:20:25.020Z,1.52,36.5115,-89.536,6.23,4,2.6305059971212996,20.5998328107797,19.999999999999996,6.700557384507962,17.032017442851917,3,3.706179486797643,36.624220813285056,19.999999996527354,3.637819206982431,19.287548719145942
nm60066923,2018-10-22T11:39:30.320Z,1.66,36.270166700000004,-89.4468333,6.49,nm60066943,2018-10-22T11:25:50.570Z,1.15,36.271666700000004,-89.4495,6.78,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60066728,2018-10-18T08:41:12.360Z,0.92,36.271,-89.4511667,6.82,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60065023,2018-09-25T00:28:43.780Z,1.11,36.2685,-89.4455,6.3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60064423,2018-09-18T08:20:41.590Z,1.16,36.2708333,-89.45233329999999,6.5,1,4.466855974280892,4.087297782756837,5.476246965112828,1.0578368243701777,6.039633694637391,0,0,0,0,0,0
nm60216632,2018-10-22T11:28:44.770Z,2.09,36.269,-89.4481667,6.2,nm60070123,2018-12-03T01:59:19.370Z,1.27,36.2695,-89.4481667,6.31,5,8.180462220358539,9.81136525375365,5.918453968489709,0.8604371432148723,6.087329150851516,3,10.277133018529785,13.411783487093157,5.423571030477605,0.33593539230411246,5.27082366785026
,,,,,,nm60245426,2018-11-23T10:13:03.100Z,1.53,36.268,-89.4483333,6.35,5,20.345804391498973,0.7006952832191145,0.5000000000000003,6.536860683975426e-10,0.5000000000940465,6,10.34348924568561,1.8811393205512557,1.5493970577801377,0.15164313068266524,1.5598008388430433
,,,,,,nm60218397,2018-11-11T11:00:14.070Z,1.46,36.270166700000004,-89.447,6.32,8,6.39788708139127,11.859430254814125,5.999032378678071,0.294008558626115,6.009962689267502,6,4.607798206844041,31.73862310551596,11.830058343204978,0.6706746526757569,11.996185579906188
,,,,,,nm60216877,2018-10-25T02:06:10.110Z,1.57,36.269,-89.448,6.28,5,14.203604880518728,3.3848837783438475,2.167440141395906,0.08463155440146478,2.1611718561126407,4,11.897825041968275,12.165615613403693,5.194712668117483,0.7965693582969992,4.438748287311668
,,,,,,nm60216647,2018-10-22T14:44:58.960Z,1.22,36.2703333,-89.4486667,6.27,4,8.92602428101201,28.46347976542213,7.577544113565357,0.34554148641815735,7.791609565804225,2,15.605989534395317,85.82814407637231,6.010562800536407,0.16250570497931752,6.157743702287207
,,,,,,nm60067023,2018-10-22T14:07:21.350Z,1.21,36.2685,-89.4486667,6.61,1,9.359105199925578,4.527066243582387,1.7048343452369084,0.11785287574027496,1.5684183839657564,1,12.131693576123117,99.99999999999986,11.344253733816808,0.2689506549785019,11.311112991254001
,,,,,,nm60066928,2018-10-22T11:40:03.460Z,1.21,36.2703333,-89.4476667,6.59,0,0,0,0,0,0,1,14.086624951157585,10.319221507067878,2.780701205288076,0.2199216772251961,3.150704668550311
,,,,,,nm60216637,2018-10-22T11:39:41.020Z,1.48,36.2703333,-89.449,6.34,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60216607,2018-10-21T09:07:25.990Z,1.29,36.270166700000004,-89.4481667,6.28,6,10.371235700098222,8.245619139548248,5.183370984927902,0.3364059696312097,5.130499391215281,3,11.656022126801362,17.058354198389186,6.463347620725875,0.2803525864533302,6.420487599545599
,,,,,,nm60216602,2018-10-21T06:22:13.180Z,1.38,36.2678333,-89.447,6.36,8,3.6274765182962447,6.753861533131596,4.322541003908202,0.2587090895075828,4.294868776307273,6,4.210073751326958,6.7773966976329305,3.9909642207966654,0.1859380527979989,3.9598297765563286
,,,,,,nm60216317,2018-10-19T12:28:07.560Z,1.37,36.2705,-89.4461667,6.2,5,7.9009977272344605,8.104627870807246,4.469759388855845,0.20475329868654868,4.446486538234386,3,9.033482857966412,15.180391761469368,5.51683576942268,0.26451914474419963,5.4945392710931
,,,,,,nm60216247,2018-10-18T23:55:57.420Z,1.29,36.2703333,-89.4461667,6.14,3,15.04349091333219,26.85628945680479,5.061218252725518,0.24341761512040352,4.886081152980492,2,17.01171641463004,19.54296133975897,4.519568892896642,0.21767967674606895,4.600247987173993
,,,,,,nm60066528,2018-10-17T04:04:33.550Z,1.22,36.2703333,-89.4485,6.22,1,30.716658745355744,5.530640925277981,2.3662397789368828,0.23017173990226356,2.4088093267301263,0,0,0,0,0,0
,,,,,,nm60216082,2018-10-17T03:55:52.390Z,1.53,36.2693333,-89.4468333,6.09,5,9.117165245828492,15.009071111108911,5.766054869667468,0.23889902766244106,5.691846120120866,4,7.127256270853157,99.99999999999984,9.338541984146266,0.1724479524291437,9.403845878442139
,,,,,,nm60242691,2018-10-16T13:00:18.100Z,1.25,36.2681667,-89.449,6.14,3,10.864325585445162,11.982636730517958,6.554249060589595,0.6552528662001635,6.398274821292305,2,13.27362990854207,30.4700250001092,6.4583005785122864,0.25914237645928223,6.58137883269668
,,,,,,nm60242676,2018-10-16T07:06:54.210Z,1.4,36.2688333,-89.4481667,6.13,6,7.714715022104785,7.506640075398679,5.095771888011969,0.49310143172754967,4.873508661586301,5,10.191003901990515,10.536282872435946,4.974122218743271,0.4198057697251433,4.784813466754093
,,,,,,nm60242671,2018-10-16T05:29:58.720Z,1.42,36.2688333,-89.4498333,6.27,4,15.767040078491448,12.075638099808717,5.288618388538582,0.2856006991463131,5.193678811202939,2,18.19235711272738,26.859974021800834,5.394598616345865,0.21143399359707,5.404563522566612
,,,,,,nm60242666,2018-10-15T20:53:42.470Z,1.25,36.2675,-89.45100000000001,6.05,4,10.826610411504868,3.7600648510812955,1.498850596251623,0.05879200702226718,1.4830344214412945,3,9.26498873279508,9.09739944638315,3.6731413821737227,0.15367065325148846,3.641792537069938
,,,,,,nm60242416,2018-10-12T12:26:21.360Z,1.5,36.2696667,-89.4476667,5.92,5,8.262488323756502,8.735402102018424,4.676225510562683,0.19710109359582859,4.621942360843745,4,6.525738128672819,32.746086313419326,8.446650736015998,0.31192303178564984,8.485985184869248
,,,,,,nm60242401,2018-10-12T04:44:49.670Z,1.38,36.2685,-89.4465,5.89,6,11.447783124232346,13.65196374204788,6.413803570835327,0.223187733239374,6.3949866816307726,4,8.624068224266422,32.721939884136425,10.607907496127387,0.5423621801940933,10.418086663360656
,,,,,,nm60241891,2018-10-07T05:34:43.960Z,1.29,36.2695,-89.4483333,6.41,3,18.100817412093868,10.685007310442932,3.18900793335562,0.1488781636582745,3.2385149780683795,2,12.034744946455687,47.545081886806074,7.19563617409582,0.1915651828731,7.190779106369288
,,,,,,nm60241356,2018-10-02T12:29:16.430Z,1.4,36.2703333,-89.44666670000001,6.1,4,8.892739861965454,3.633399604992979,2.2251821092392654,0.09660598937847746,2.2036090619803597,5,5.276443375759122,99.9999999999991,14.607553727189657,0.3729247046070539,14.49472243673949
,,,,,,nm60241091,2018-09-25T16:49:53.520Z,1.14,36.2693333,-89.4471667,5.95,4,14.196962845392301,3.490770446091124,2.21721907067819,0.5411654867840094,2.3090422384174674,0,0,0,0,0,0
,,,,,,nm60065023,2018-09-25T00:28:43.780Z,1.11,36.2685,-89.4455,6.3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60241046,2018-09-24T14:00:45.130Z,1.35,36.27,-89.4456667,6.26,2,15.03028030954306,66.26689080927025,12.99586035723766,0.8271507668969823,12.292232767006144,2,10.35987614093435,1.5231971895084209,1.5639993588417131,8.756962609788406,7.402746002020841
,,,,,,nm60240826,2018-09-20T17:36:17.950Z,1.23,36.2698333,-89.448,6.12,2,4.736203954516755,69.05514064294547,7.499944606243307,0.288260419127669,7.242118159308842,3,5.227710753954999,38.23217450890447,19.999999999999996,3.0028783152103378,19.500299215696273
,,,,,,nm60213577,2018-09-11T03:23:44.590Z,1.46,36.2696667,-89.4501667,6.42,3,23.796990332573667,33.52661768304851,8.281551183385965,0.377127302577722,8.261544022183648,2,30.4449449567826,18.80237446388095,4.658770861283254,0.15385712176837552,4.637550165552157
,,,,,,nm60213487,2018-09-10T06:32:41.540Z,1.55,36.2693333,-89.4478333,6.27,7,14.193895725127241,8.898559948826746,5.428904692886443,0.25015987643026616,5.469874241414868,5,11.426347386522849,51.059258287855435,12.403827765090616,0.43689501115803103,12.386100943335016
,,,,,,nm60212797,2018-08-30T13:15:53.110Z,1.39,36.2693333,-89.4468333,6.34,4,13.60583212943858,14.888093550119002,5.670512236520273,0.2696710681028236,5.614181367951854,3,10.229555513500143,48.45135812024423,10.880318746377982,0.4793357308476409,10.979762790130309
,,,,,,nm60212757,2018-08-29T21:31:53.060Z,1.4,36.271,-89.4471667,6.29,8,3.197295200732291,4.599964629003092,3.6928958200723603,0.5811131744374949,3.6921762381058802,5,2.9293628845553177,21.375812867489053,11.329089943033676,0.6956679391822503,11.244638470550605
,,,,,,nm60062528,2018-08-27T07:36:58.740Z,1.29,36.2693333,-89.4468333,6.31,4,20.456952249498855,5.029525636060871,2.7743096204492117,0.22201423711315807,2.843906016404541,2,24.994246393425573,34.95649738101412,5.969474038412141,0.19579812053060094,5.85514100717378
,,,,,,nm60062533,2018-08-26T13:36:24.500Z,1.3,36.27,-89.4486667,6.54,4,10.789602726130854,10.58792175436677,4.629540380788075,0.35012993364318673,4.444856006590453,4,9.420566626507464,67.64838934688227,10.927401643702359,0.40247725700700265,10.66497078103199
,,,,,,nm600823,1978-10-10T09:44:47.000Z,1.3,36.27,-89.45,6.2,0,0,0,0,0,0,0,0,0,0,0,0
nm60216622,2018-10-22T11:06:20.250Z,3.27,36.2715,-89.4448333,6.52,nm60218397,2018-11-11T11:00:14.070Z,1.46,36.270166700000004,-89.447,6.32,8,15.294676479320382,14.359320043112211,5.965687223289402,0.11949084103030629,5.983177724742698,7,67.689802859634,99.99999999774197,17.354477384870435,0.909157912126501,17.636286727230587
,,,,,,nm60216647,2018-10-22T14:44:58.960Z,1.22,36.2703333,-89.4486667,6.27,4,27.6519951413481,43.08814199691831,7.791311077718174,0.26738985620733174,7.899802240456354,3,37.058718454048986,23.011673561722496,6.403371205146431,0.3109389291033369,6.381218034760773
,,,,,,nm60066928,2018-10-22T11:40:03.460Z,1.21,36.2703333,-89.4476667,6.59,0,0,0,0,0,0,1,34.3649644105278,66.96002354462956,9.351878809681663,1.0135344439326202,8.62786145775935
,,,,,,nm60216637,2018-10-22T11:39:41.020Z,1.48,36.2703333,-89.449,6.34,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60066923,2018-10-22T11:39:30.320Z,1.66,36.270166700000004,-89.4468333,6.49,6,18.04939283344742,34.49246841811257,7.791811570171765,0.2288552253126347,7.802458463450234,8,35.85031562284546,8.836934023104648,4.803113312450025,0.2906312483839263,4.919436473674992
,,,,,,nm60066943,2018-10-22T11:25:50.570Z,1.15,36.271666700000004,-89.4495,6.78,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60216607,2018-10-21T09:07:25.990Z,1.29,36.270166700000004,-89.4481667,6.28,6,26.408346946882272,21.611638581842268,7.562897149890182,0.15927656304679846,7.618974795510223,4,64.00275896107217,10.04957937845173,3.4695728824157412,0.1193212832475948,3.4306307204001247
,,,,,,nm60067123,2018-10-21T08:05:10.170Z,1.27,36.271333299999995,-89.4478333,6.61,1,82.71158366426498,11.913049461489782,4.062678902192287,0.24309696098205766,3.9138992633966074,2,112.9330181813235,20.385663673531027,5.349505155874231,0.2994515470800199,5.09529107804008
,,,,,,nm60216317,2018-10-19T12:28:07.560Z,1.37,36.2705,-89.4461667,6.2,5,22.180923386699604,15.877691769231113,5.603129784265442,0.1370702229524249,5.607969380591747,5,51.95120097116778,1.5712334793329914,0.9889173504836722,0.1063819059927248,0.9705202104748357
,,,,,,nm60216247,2018-10-18T23:55:57.420Z,1.29,36.2703333,-89.4461667,6.14,3,56.0314493339472,27.397938211794294,5.175836638988195,0.2542459839261508,5.011390374613691,2,54.9066709896372,99.99999999999977,6.522539978637125,0.22797230177566635,6.649653372852722
,,,,,,nm60066528,2018-10-17T04:04:33.550Z,1.22,36.2703333,-89.4485,6.22,1,104.11858278411151,24.992694627677317,6.704586444141436,0.3215621557770633,6.430882674460911,0,0,0,0,0,0
,,,,,,nm60216087,2018-10-17T04:03:19.960Z,1.39,36.2721667,-89.446,6.62,5,38.65306554067293,29.86585299777326,6.774053552209592,0.16176062229790136,6.775774892172585,5,54.86579625134292,10.801643562063358,4.298120175229514,0.33726590236324683,4.394593962313602
,,,,,,nm60216067,2018-10-16T18:58:11.420Z,1.59,36.2711667,-89.4435,6.55,9,10.087060431835353,12.104238630185732,6.607200338504057,0.30642636829968106,6.564953245605127,8,33.665174654130304,7.575350846778989,4.157791557641021,0.3712941453773768,4.509687697560954
,,,,,,nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.44633329999999,6.13,14,15.336780660444852,62.6542541581631,10.087083579343314,0.3096729112021485,10.144087104993577,11,37.04823456808211,99.99999999999886,12.725243170822573,0.32298088630576866,12.861230505572882
,,,,,,nm60241346,2018-10-02T02:46:09.840Z,1.73,36.271666700000004,-89.4508333,6.69,9,6.786988958615526,0.5000000000000477,1.4078650065044136,2.9630054434974835,1.8750537493437578,8,64.97084751195212,60.87977609224172,19.999999999998618,0.010577148517347978,19.99954564090352
,,,,,,nm60241196,2018-09-28T18:52:17.220Z,1.62,36.271666700000004,-89.44933329999999,6.66,11,20.33629035385707,15.997611076386946,5.517717370467433,0.31237652982432024,5.450273658410964,7,38.678497365236666,14.868587958683321,4.701810053136346,0.25336096391761354,4.763815533065472
,,,,,,nm60241046,2018-09-24T14:00:45.130Z,1.35,36.27,-89.4456667,6.26,2,37.05254589060629,37.29010103897421,7.153313759223803,0.1994684451486763,7.0809988278048,2,49.86449342849742,15.032621708209565,7.128831527041664,0.456976824096693,6.81303810418363
,,,,,,nm60241036,2018-09-23T05:24:03.700Z,1.29,36.2715,-89.45100000000001,6.62,5,47.01355759949846,99.99999999999999,11.2182268521192,0.20635418161538102,11.22853699835268,4,67.43826542594337,42.2963838709897,6.7287496794130774,0.19503749366646217,6.793992977837426
,,,,,,nm60240721,2018-09-18T19:15:41.020Z,1.63,36.2706667,-89.4468333,6.11,8,6.438330594446761,5.555672433450238,3.4727131431488703,0.2412370079429003,3.4461850032619084,8,15.76788577160106,9.770613480144558,4.212031733020671,0.1996970162315579,4.063589504060236
,,,,,,nm60240596,2018-09-16T19:21:23.820Z,2.07,36.2698333,-89.4476667,6.49,22,27.098939632408396,99.99999999999952,17.396466265686485,0.4512573383143626,17.485559193800945,16,22.51929627374725,0.6812106934602852,0.6435853546513851,5.480491647742622,2.379096501484351
,,,,,,nm60240481,2018-09-12T05:29:13.690Z,1.46,36.271,-89.4511667,6.57,6,42.43289237806272,65.18673163337658,10.071095136297586,0.2872529456675644,9.89981394346076,4,94.89836207951745,98.32594032559815,19.999999876509875,1.0374372960680387,19.161594344580053
,,,,,,nm60213502,2018-09-10T13:05:55.540Z,1.16,36.272,-89.4496667,6.72,2,32.50144689867002,32.695752507640904,8.231441808110953,0.38194492530845925,8.265940707058997,0,0,0,0,0,0
,,,,,,nm60212877,2018-08-31T04:56:00.300Z,1.54,36.2711667,-89.4511667,6.74,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60212757,2018-08-29T21:31:53.060Z,1.4,36.271,-89.4471667,6.29,8,9.093516938854368,9.35712644098555,5.154714751426405,0.3052331118527754,5.087603320559965,6,14.838371066525077,8.193343210918728,3.461898205929896,0.15335576501313986,3.4240297613788964
,,,,,,nm60062533,2018-08-26T13:36:24.500Z,1.3,36.27,-89.4486667,6.54,4,31.500391443406663,15.865490813239845,5.436469268585933,0.16114813622167498,5.3969979540408,5,50.7889107043689,16.68416217452573,10.135022041636425,0.7102757782257481,9.930346580217337
,,,,,,nm60212287,2018-08-25T03:00:10.010Z,1.32,36.2723333,-89.4496667,6.81,4,34.533125422620635,27.95309190431645,7.6242896469739465,0.20244729663474176,7.5169655300598155,3,55.261131486163386,33.11144339407443,6.239774923937362,0.25772112609046244,6.214900176415179
,,,,,,nm60061943,2018-08-21T13:13:18.960Z,1.58,36.2715,-89.4488333,6.71,8,38.142992510465874,99.99999997790397,12.416610858352703,1.1042519857612385,14.157086619616473,8,31.74201243234952,53.36067510434943,19.999999999998927,0.48176725011998434,19.796750731924316
,,,,,,nm60061928,2018-08-21T09:34:49.610Z,1.22,36.2723333,-89.45,6.67,4,60.42966404642637,30.735702193364677,6.862994290083052,0.19924807101051623,6.900591379709727,3,100.14123880851508,32.64361972608818,7.1497197606637135,0.30243372813622466,7.334554060412537
,,,,,,nm60061933,2018-08-21T03:28:11.200Z,1.17,36.2715,-89.44666670000001,6.46,3,51.95572504389806,99.99999999999972,8.6437957770501,0.18617612859368526,8.700056143749638,2,82.81433279711008,62.31073692329418,6.812036292789629,0.33843603361591956,6.590116135245409
,,,,,,nm60061833,2018-08-20T04:51:29.130Z,0.86,36.2721667,-89.45100000000001,6.76,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60172991,2017-01-25T08:01:25.020Z,1.61,36.2725,-89.44933329999999,6.47,9,7.690389257150897,99.99999999999999,10.295585086488039,0.153193274135499,10.25266562020524,8,20.95155227269169,16.851764328911422,6.914469635519806,0.30166328763433414,7.066665684792295
nm60216527,2018-10-20T15:01:10.540Z,1.95,36.5358333,-89.6166667,8.45,nm610446,2014-07-14T01:09:15.160Z,1.4,36.5361667,-89.6151667,7.97,2,3.3443482250760437,0.5639910397119563,0.5000000000673972,8.307883794771064,15.359293891331781,2,1.0209725562120378,4.320216412552558,8.967598756854187,0.4906578124682936,9.180036424851489
nm60216432,2018-10-20T03:10:37.140Z,1.84,36.374333299999996,-89.55366670000001,10.79,nm609460,2012-06-29T12:54:29.770Z,1.1,36.375666700000004,-89.5546667,10.54,0,0,0,0,0,0,0,0,0,0,0,0
nm60216092,2018-10-17T05:17:13.780Z,1.51,36.2723333,-89.4513333,6.94,nm60066728,2018-10-18T08:41:12.360Z,0.92,36.271,-89.4511667,6.82,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60061833,2018-08-20T04:51:29.130Z,0.86,36.2721667,-89.45100000000001,6.76,0,0,0,0,0,0,0,0,0,0,0,0
nm60242406,2018-10-12T06:27:53.860Z,1.79,36.2711667,-89.44633329999999,6.13,nm60070123,2018-12-03T01:59:19.370Z,1.27,36.2695,-89.4481667,6.31,5,3.8353641096665747,15.019277334568816,19.999999999999993,9.557790087096567,12.199999999853528,3,9.372808644223191,0.8248710993685692,0.5000000011071033,0.025014084021924503,0.5080647453388433
,,,,,,nm60216647,2018-10-22T14:44:58.960Z,1.22,36.2703333,-89.4486667,6.27,4,3.218630787625931,1.280630618973479,1.568749865626484,0.1550597287512586,1.5330318033869312,3,5.67273459856762,2.0764375296311957,1.9336190217064688,0.2438017075565478,1.8591211935569971
,,,,,,nm60216607,2018-10-21T09:07:25.990Z,1.29,36.270166700000004,-89.4481667,6.28,6,3.7503205522316527,16.27334796938141,19.999999999999996,9.0547976409117,13.877000001496281,4,5.451732621913336,0.6500002329973227,0.5573584015674636,6.663436524596252,3.2139500929578166
,,,,,,nm60067123,2018-10-21T08:05:10.170Z,1.27,36.271333299999995,-89.4478333,6.61,1,13.7109075934331,1.6877244394616024,1.2294199740202525,0.16082662900917327,1.311673226009383,2,7.092531629317639,19.185502047823665,19.999999999999996,5.284706109271836,2.0839116490513843
,,,,,,nm60216247,2018-10-18T23:55:57.420Z,1.29,36.2703333,-89.4461667,6.14,3,5.849585609663814,0.5000000000001715,0.5385915434789014,3.6765215363743216,5.26604798073801,2,7.481649135090353,1.1745074387935595,0.960189891403079,0.44933770900850256,0.8599076624965212
,,,,,,nm60066528,2018-10-17T04:04:33.550Z,1.22,36.2703333,-89.4485,6.22,1,14.30015917065885,0.530250163105597,0.5000000000002724,2.146612075676839,0.9600746617303216,0,0,0,0,0,0
,,,,,,nm60241891,2018-10-07T05:34:43.960Z,1.29,36.2695,-89.4483333,6.41,3,6.715658320878776,1.6296754627304393,1.4941647075096736,0.24459269661991137,1.5203525101093587,3,5.6557875927526124,0.5042026417754951,0.5000000000822449,6.916898079667069,5.086010792075971
,,,,,,nm60241091,2018-09-25T16:49:53.520Z,1.14,36.2693333,-89.4471667,5.95,4,12.536806916810022,0.7470612207920438,0.5000000000001332,1.5066788247558873,0.616999999999696,1,12.608305091407301,1.0702626928144174,0.7931459079725273,1.4866543417955562,0.9085531896407435
,,,,,,nm60240826,2018-09-20T17:36:17.950Z,1.23,36.2698333,-89.448,6.12,2,2.050356646405996,2.4630820049488467,2.9091834316524756,0.30225159517405203,2.930207724943478,4,2.0525677220500342,5.520098189471044,6.189650767425779,0.6039417648621473,6.296184612862262
,,,,,,nm60062528,2018-08-27T07:36:58.740Z,1.29,36.2693333,-89.4468333,6.31,4,8.552635226814763,0.5129834589728595,0.5000000252268134,8.65427564380569,5.848441197350757,2,8.409259997035756,3.6319057125487206,3.8280827997780356,0.8242508478886074,3.552424362120833
,,,,,,nm60061933,2018-08-21T03:28:11.200Z,1.17,36.2715,-89.44666670000001,6.46,3,6.309033150874886,1.3137201185024328,1.5602324518726018,0.10019100162152558,1.532974208082116,2,7.17581106041078,0.500000000000002,0.5642291250138488,1.648708001058567,0.7224491795864088
,,,,,,nm60061823,2018-08-20T01:52:14.840Z,1.09,36.2711667,-89.4461667,5.97,2,15.62358703423286,0.5909517593889289,0.5000000000000463,0.4673666518178654,0.8219079286448412,1,7.058986673929681,0.5000000000001013,0.6591730495452657,2.315060210412341,0.9652648743216011
nm60242286,2018-10-11T02:33:22.530Z,1.59,36.2698333,-89.4491667,6.05,nm60061823,2018-08-20T01:52:14.840Z,1.09,36.2711667,-89.4461667,5.97,2,4.435603234641174,2.7319688337932733,3.249285893837567,0.41753578629546356,3.4033787516455822,1,8.305473374745638,2.783631491046527,2.380296176987255,0.38981168611073636,2.498955338452455
nm60241636,2018-10-05T12:28:27.550Z,2.26,36.084,-89.7888333,9.56,nm60196882,2018-04-21T18:11:40.420Z,1.27,36.084166700000004,-89.7913333,9.18,2,1.1808240770580234,2.4872186927893005,3.1607631865147696,0.24694699010103394,3.178132985769369,3,2.011376498086901,20.1398751334948,19.999999999984624,7.2608075678935124,8.17598877077742
